"","subsidary","shopid","yyyymm","n_customer","n_item","n_trx","quantile_Amt"
"9129","C",491,"201505",8,73,188,"1665-2990-4990-8833"
"9130","C",491,"201506",8,76,206,"1190-1990-3960-6245"
"9131","C",491,"201507",8,71,195,"1185-1990-3595-5986"
"9132","C",491,"201508",7,66,150,"1215-2590-4068-5980"
"9133","C",491,"201509",8,52,121,"1180-2360-4990-8970"
"9134","C",491,"201510",7,74,178,"1040-2490-4125-7990"
"9135","C",491,"201511",6,61,124,"1390-2880-4512-8791"
"9136","C",491,"201512",8,72,194,"1315-2185-3988-6594"
"9137","C",492,"201401",1,28,68,"1540-1990-3500-6948"
"9138","C",492,"201402",1,28,68,"990-2675-3038-7501"
"9139","C",492,"201403",1,30,86,"1990-2990-5900-13375"
"9140","C",492,"201404",1,20,62,"1990-2490-2990-4390"
"9141","C",492,"201405",1,27,57,"1980-2490-4500-9024"
"9142","C",492,"201406",1,17,38,"990-1990-3955-5388"
"9143","C",492,"201407",1,34,70,"990-1990-4860-16014"
"9144","C",492,"201408",1,29,58,"1222-1990-3422-9576"
"9145","C",492,"201409",1,35,70,"1245-1990-3960-7991"
"9146","C",492,"201410",2,45,88,"1722-2090-3982-8680"
"9147","C",492,"201411",2,43,90,"1405-1990-5900-15180"
"9148","C",492,"201412",2,48,89,"1490-2990-7990-19900"
"9149","C",492,"201501",1,80,133,"2370-9900-21940-50152"
"9150","C",492,"201502",1,32,50,"1492-2990-9900-14290"
"9151","C",492,"201503",1,30,58,"2518-6440-13008-25112"
"9152","C",492,"201504",1,44,109,"1780-2990-5990-19820"
"9153","C",492,"201505",2,28,65,"1490-2990-4950-8584"
"9154","C",492,"201506",2,64,122,"1630-2990-6870-10683"
"9155","C",492,"201507",2,45,87,"1340-2990-4165-7930"
"9156","C",492,"201508",1,52,112,"1472-2990-4682-9809"
"9157","C",492,"201509",1,53,89,"1490-2990-7990-25232"
"9158","C",492,"201510",1,65,130,"1382-2990-7218-26164"
"9159","C",492,"201511",2,56,115,"1735-3490-6645-10224"
"9160","C",492,"201512",1,38,77,"1490-2990-3990-9900"
"9161","C",493,"201403",1,2,2,"2715-4140-5565-6420"
"9162","C",493,"201404",1,6,6,"2832-3540-5515-6490"
"9163","C",493,"201405",1,3,3,"890-990-1490-1790"
"9164","C",493,"201406",1,2,2,"2115-2740-3365-3740"
"9165","C",493,"201410",1,6,6,"990-1090-1790-2490"
"9166","C",493,"201411",1,2,2,"1490-1990-2490-2790"
"9167","C",493,"201412",1,9,14,"990-1490-2888-3109"
"9168","C",493,"201501",1,5,5,"990-1990-2490-3090"
"9169","C",493,"201502",1,5,6,"990-1290-2640-3490"
"9170","C",493,"201503",1,13,13,"1490-2990-3980-8918"
"9171","C",493,"201504",1,5,5,"1980-1990-2590-2830"
"9172","C",493,"201505",2,7,7,"990-1980-2985-4784"
"9173","C",493,"201506",1,2,2,"2615-2740-2865-2940"
"9174","C",493,"201507",1,1,1,"3390-3390-3390-3390"
"9175","C",493,"201509",2,3,3,"990-990-2290-3070"
"9176","C",493,"201510",1,7,8,"990-1785-1990-2290"
"9177","C",493,"201511",1,2,2,"1240-1490-1740-1890"
"9178","C",493,"201512",1,2,2,"1990-2990-3990-4590"
"9179","C",494,"201401",1,15,18,"1762-3215-5000-16833"
"9180","C",494,"201402",1,19,24,"990-1990-5798-10779"
"9181","C",494,"201403",1,19,22,"2138-3490-6738-9881"
"9182","C",494,"201404",1,20,32,"990-1990-5065-12003"
"9183","C",494,"201405",1,13,16,"1412-2980-5000-7850"
"9184","C",494,"201406",1,19,34,"1180-1690-4990-9030"
"9185","C",494,"201407",1,25,42,"1540-2470-5535-13356"
"9186","C",494,"201408",1,19,37,"1490-3540-7980-9990"
"9187","C",494,"201409",1,13,31,"990-1690-3765-7800"
"9188","C",494,"201410",1,23,27,"990-2690-3990-11524"
"9189","C",494,"201411",1,18,27,"1440-2970-5960-9076"
"9190","C",494,"201412",1,18,30,"1260-1990-3402-4882"
"9191","C",494,"201501",1,29,54,"990-1990-3990-7924"
"9192","C",494,"201502",1,39,57,"990-1980-3990-9980"
"9193","C",494,"201503",1,11,13,"1980-3540-5980-9594"
"9194","C",494,"201504",1,2,2,"5855-9720-13585-15904"
"9195","C",494,"201505",1,1,1,"1590-1590-1590-1590"
"9196","C",494,"201506",1,2,2,"2490-3990-5490-6390"
"9197","C",494,"201507",1,1,1,"11880-11880-11880-11880"
"9198","C",494,"201508",1,1,1,"5940-5940-5940-5940"
"9199","C",494,"201510",1,1,1,"2970-2970-2970-2970"
"9200","C",494,"201511",1,1,1,"9780-9780-9780-9780"
"9201","C",495,"201401",7,110,209,"1980-3960-7960-19900"
"9202","C",495,"201402",9,92,176,"1425-2990-6718-15470"
"9203","C",495,"201403",8,94,224,"998-2990-5990-11980"
"9204","C",495,"201404",10,117,238,"1512-2990-5990-10984"
"9205","C",495,"201405",12,114,250,"1000-2565-4998-11097"
"9206","C",495,"201406",7,99,252,"990-1990-4130-9990"
"9207","C",495,"201407",7,88,222,"990-1980-5335-13257"
"9208","C",495,"201408",10,108,269,"1180-2970-4990-10918"
"9209","C",495,"201409",11,135,305,"1180-2970-4990-10584"
"9210","C",495,"201410",10,142,414,"990-1980-3990-9990"
"9211","C",495,"201411",8,146,404,"990-2490-4990-10900"
"9212","C",495,"201412",7,137,335,"990-2690-4990-9976"
"9213","C",495,"201501",10,147,320,"990-1990-4958-10041"
"9214","C",495,"201502",7,97,210,"990-1990-4922-9750"
"9215","C",495,"201503",6,104,218,"1392-2625-5980-12129"
"9216","C",495,"201504",8,93,186,"990-2970-5672-9900"
"9217","C",495,"201505",5,118,296,"990-2970-4230-7970"
"9218","C",495,"201506",7,151,392,"990-1990-3990-7990"
"9219","C",495,"201507",7,155,446,"990-1980-3885-7950"
"9220","C",495,"201508",11,127,314,"990-1990-4988-9990"
"9221","C",495,"201509",7,159,394,"990-1990-5290-12344"
"9222","C",495,"201510",8,169,406,"990-2385-4990-11960"
"9223","C",495,"201511",6,152,300,"1180-2990-5980-11521"
"9224","C",495,"201512",6,143,314,"1582-2990-5898-9340"
"9225","C",496,"201401",12,124,283,"1390-2690-4955-8848"
"9226","C",496,"201402",9,96,229,"1390-2970-5980-11816"
"9227","C",496,"201403",9,106,271,"1490-2970-5075-10320"
"9228","C",496,"201404",9,93,208,"1465-2970-4500-11041"
"9229","C",496,"201405",9,91,211,"1490-2980-5560-13900"
"9230","C",496,"201406",10,83,216,"1490-2990-5980-14405"
"9231","C",496,"201407",8,100,311,"1490-2980-5980-14360"
"9232","C",496,"201408",6,98,278,"1280-2370-3980-8949"
"9233","C",496,"201409",7,94,239,"1240-2490-4175-11852"
"9234","C",496,"201410",6,85,207,"1490-2990-5970-11376"
"9235","C",496,"201411",10,88,244,"1262-2880-6088-16572"
"9236","C",496,"201412",11,101,251,"1490-2980-4990-11490"
"9237","C",496,"201501",7,100,251,"1440-2970-4580-7990"
"9238","C",496,"201502",8,82,196,"1980-2990-5942-11910"
"9239","C",496,"201503",6,97,283,"1780-2990-5955-9998"
"9240","C",496,"201504",8,87,248,"1590-2990-5970-13927"
"9241","C",496,"201505",7,89,227,"1690-2970-4920-9900"
"9242","C",496,"201506",4,95,274,"1905-2990-4990-11967"
"9243","C",496,"201507",6,88,291,"1780-2760-4770-11800"
"9244","C",496,"201508",8,103,287,"1480-2970-4945-9984"
"9245","C",496,"201509",9,96,267,"1980-2990-4990-11948"
"9246","C",496,"201510",9,118,320,"1288-2945-4950-10089"
"9247","C",496,"201511",8,87,199,"1980-3180-8025-17910"
"9248","C",496,"201512",8,88,262,"1980-3180-5940-11690"
"9249","C",497,"201403",1,1,1,"9900-9900-9900-9900"
"9250","C",497,"201409",1,1,1,"13900-13900-13900-13900"
"9251","C",498,"201410",1,3,4,"790-1390-1990-1990"
"9252","C",498,"201411",1,2,3,"990-990-1490-1790"
"9253","C",498,"201412",1,1,1,"1990-1990-1990-1990"
"9254","C",499,"201401",5,100,184,"1732-2295-3992-8690"
"9255","C",499,"201402",5,79,136,"1815-2985-4990-9528"
"9256","C",499,"201403",6,118,220,"1590-2990-4960-7980"
"9257","C",499,"201404",2,78,149,"1980-2980-4950-6090"
"9258","C",499,"201405",6,96,187,"1980-3400-5920-7990"
"9259","C",499,"201406",6,105,188,"1980-2990-5845-9980"
"9260","C",499,"201407",5,99,187,"1980-2980-4990-7990"
"9261","C",499,"201408",7,102,187,"1980-2990-5225-8916"
"9262","C",499,"201409",7,109,181,"1990-2990-5990-11800"
"9263","C",499,"201410",7,105,176,"1980-2990-4882-7990"
"9264","C",499,"201411",4,90,139,"1980-2970-4970-6990"
"9265","C",499,"201412",5,96,206,"1912-2990-3990-5985"
"9266","C",499,"201501",5,102,202,"1980-2970-4905-7989"
"9267","C",499,"201502",4,88,141,"1980-2990-4990-8990"
"9268","C",499,"201503",6,93,155,"1590-2990-4985-8710"
"9269","C",499,"201504",7,101,192,"990-1990-3990-6990"
"9270","C",499,"201505",7,90,186,"990-2955-4830-7990"
"9271","C",499,"201506",6,81,167,"1405-2970-4990-8434"
"9272","C",499,"201507",6,90,161,"1980-2990-4990-8900"
"9273","C",499,"201508",3,70,135,"1740-2970-4900-9980"
"9274","C",499,"201509",4,87,146,"1715-2735-3990-9470"
"9275","C",499,"201510",6,49,90,"990-1990-3988-5980"
"9276","C",499,"201511",6,22,28,"990-1980-3952-7719"
"9277","C",499,"201512",3,34,62,"990-1980-3882-5989"
"9278","C",500,"201401",5,56,168,"990-1990-2835-5000"
"9279","C",500,"201402",3,39,122,"990-1990-2985-5000"
"9280","C",500,"201403",4,45,138,"990-1980-2985-5000"
"9281","C",500,"201404",3,45,142,"990-1980-3140-5000"
"9282","C",500,"201405",4,48,147,"990-1980-2985-5000"
"9283","C",500,"201406",5,58,158,"990-1980-2990-5990"
"9284","C",500,"201407",4,54,188,"990-1980-2990-5000"
"9285","C",500,"201408",3,54,184,"990-1980-2990-4683"
"9286","C",500,"201409",4,64,148,"990-1885-2990-4990"
"9287","C",500,"201410",3,55,150,"990-1440-2100-4530"
"9288","C",500,"201411",3,53,150,"990-1290-2100-3990"
"9289","C",500,"201412",4,63,154,"990-1990-2990-4990"
"9290","C",500,"201501",4,45,113,"990-1980-2990-6990"
"9291","C",500,"201502",3,52,143,"990-1190-2830-5790"
"9292","C",500,"201503",4,55,182,"990-1980-2990-6990"
"9293","C",500,"201504",3,60,176,"990-1640-2990-5990"
"9294","C",500,"201505",4,63,219,"990-1290-2970-6100"
"9295","C",500,"201506",4,78,270,"990-1980-3498-7470"
"9296","C",500,"201507",5,75,226,"990-1490-2990-4990"
"9297","C",500,"201508",3,55,175,"990-1980-2980-5990"
"9298","C",500,"201509",4,61,186,"990-1875-3415-5990"
"9299","C",500,"201510",5,63,192,"990-1490-2990-4990"
"9300","C",500,"201511",4,60,170,"990-1980-2990-4509"
"9301","C",500,"201512",6,59,157,"990-1990-3980-8074"
"9302","C",503,"201401",1,2,2,"5490-5990-6490-6790"
"9303","C",503,"201402",1,1,1,"4290-4290-4290-4290"
"9304","C",503,"201403",1,4,4,"1990-2635-3330-3420"
"9305","C",503,"201409",1,2,2,"6240-7490-8740-9490"
"9306","C",503,"201501",1,3,3,"2825-3960-4045-4096"
"9307","C",503,"201502",1,3,3,"2735-3490-4240-4690"
"9308","C",503,"201503",1,8,8,"2215-2975-3765-4290"
"9309","C",503,"201504",1,5,5,"1990-3490-5990-7790"
"9310","C",503,"201506",1,8,8,"2315-2830-3020-4106"
"9311","C",503,"201507",1,7,7,"2240-2990-5080-6904"
"9312","C",503,"201508",1,6,6,"1980-1985-2140-3075"
"9313","C",503,"201511",1,13,13,"1390-1990-2990-3790"
"9314","C",504,"201401",7,95,300,"990-1970-3098-5000"
"9315","C",504,"201402",9,110,294,"990-1980-2990-5990"
"9316","C",504,"201403",11,131,413,"990-1990-2990-5970"
"9317","C",504,"201404",11,125,409,"990-1980-2990-5000"
"9318","C",504,"201405",12,125,427,"990-2180-2990-5960"
"9319","C",504,"201406",12,127,452,"990-1980-2990-6656"
"9320","C",504,"201407",14,116,389,"1290-2360-3960-6692"
"9321","C",504,"201408",15,133,421,"1110-2180-3780-6860"
"9322","C",504,"201409",14,113,401,"990-1990-3540-6990"
"9323","C",504,"201410",16,142,503,"990-1990-2990-4990"
"9324","C",504,"201411",10,140,438,"990-1990-2990-5990"
"9325","C",504,"201412",11,127,412,"990-1990-3190-5990"
"9326","C",504,"201501",9,143,391,"990-1990-3555-6990"
"9327","C",504,"201502",10,117,365,"1190-2360-3570-6446"
"9328","C",504,"201503",12,113,343,"990-1990-4500-9000"
"9329","C",504,"201504",12,134,379,"1080-1990-3990-6174"
"9330","C",504,"201505",12,140,432,"990-1990-3570-6990"
"9331","C",504,"201506",11,155,480,"990-1990-3570-5991"
"9332","C",504,"201507",8,157,550,"990-1980-3180-5981"
"9333","C",504,"201508",10,141,558,"990-1980-3528-5952"
"9334","C",504,"201509",11,158,548,"990-1990-3180-5296"
"9335","C",504,"201510",12,158,511,"990-1990-3555-6390"
"9336","C",504,"201511",12,155,494,"990-2235-4198-9000"
"9337","C",504,"201512",10,161,459,"990-1990-3530-5490"
"9338","C",505,"201410",1,1,1,"2970-2970-2970-2970"
"9339","C",506,"201401",23,192,837,"990-1990-3270-4498"
"9340","C",506,"201402",17,162,663,"990-1990-3490-5144"
"9341","C",506,"201403",24,201,794,"990-1990-3590-5967"
"9342","C",506,"201404",18,199,809,"990-1990-3380-5980"
"9343","C",506,"201405",23,207,880,"990-1990-3490-5990"
"9344","C",506,"201406",23,186,835,"990-1990-3540-5990"
"9345","C",506,"201407",23,179,739,"990-1980-3415-6732"
"9346","C",506,"201408",25,177,816,"990-1980-3270-5990"
"9347","C",506,"201409",20,179,723,"990-1980-2990-5940"
"9348","C",506,"201410",22,204,873,"990-1980-3490-6860"
"9349","C",506,"201411",24,175,720,"990-1980-2990-4990"
"9350","C",506,"201412",19,202,688,"990-1990-3980-6990"
"9351","C",506,"201501",22,175,623,"990-1990-3985-7530"
"9352","C",506,"201502",19,191,722,"990-1990-3980-6999"
"9353","C",506,"201503",21,209,831,"990-1990-2990-5990"
"9354","C",506,"201504",24,210,889,"990-1990-2990-5990"
"9355","C",506,"201505",21,198,915,"990-1980-2990-5540"
"9356","C",506,"201506",20,210,1024,"990-1980-3128-5980"
"9357","C",506,"201507",25,212,1001,"990-1980-3490-5390"
"9358","C",506,"201508",22,196,1016,"990-1980-3180-5930"
"9359","C",506,"201509",24,203,918,"990-1990-3540-5990"
"9360","C",506,"201510",23,207,951,"990-1990-3440-5950"
"9361","C",506,"201511",24,210,872,"990-1990-3990-5980"
"9362","C",506,"201512",19,215,930,"990-1990-3980-5990"
"9363","C",507,"201401",1,25,30,"990-1840-3440-5040"
"9364","C",507,"201402",1,8,8,"940-990-1118-1647"
"9365","C",507,"201403",1,12,15,"1340-2970-6300-9590"
"9366","C",507,"201404",1,10,10,"1762-1990-2848-3941"
"9367","C",507,"201405",1,20,26,"990-1535-2050-2990"
"9368","C",507,"201406",1,15,15,"990-1190-2140-2986"
"9369","C",507,"201407",1,7,10,"990-990-2638-5551"
"9370","C",507,"201408",1,7,8,"990-1485-2078-2535"
"9371","C",507,"201409",1,10,14,"990-1640-2892-4390"
"9372","C",507,"201410",1,20,25,"990-1990-2990-5590"
"9373","C",507,"201411",1,9,9,"990-1190-2990-8592"
"9374","C",507,"201412",1,15,18,"1015-1340-2238-2990"
"9375","C",507,"201503",2,22,24,"990-990-1762-2676"
"9376","C",507,"201504",1,9,9,"990-1980-2290-2788"
"9377","C",507,"201505",1,4,4,"1930-2485-5318-9507"
"9378","C",507,"201507",1,11,15,"1770-2990-4280-12300"
"9379","C",507,"201508",1,4,4,"990-1490-3365-5840"
"9380","C",507,"201509",1,8,8,"942-990-992-1294"
"9381","C",507,"201510",1,3,3,"1640-2290-2390-2450"
"9382","C",507,"201511",1,6,6,"1190-2385-2988-3490"
"9383","C",507,"201512",1,19,22,"1192-1985-3140-6730"
"9384","C",508,"201401",3,75,133,"990-1990-3490-5366"
"9385","C",508,"201402",3,93,171,"1115-2190-3990-5990"
"9386","C",508,"201403",3,97,205,"990-1980-2990-4996"
"9387","C",508,"201404",2,91,165,"990-2690-3990-6978"
"9388","C",508,"201405",2,72,135,"990-1980-3590-5990"
"9389","C",508,"201406",3,102,219,"1040-1990-3490-5160"
"9390","C",508,"201407",2,100,196,"990-1990-3890-6090"
"9391","C",508,"201408",3,97,215,"1395-2490-3960-6990"
"9392","C",508,"201409",2,93,167,"1180-2590-4575-8852"
"9393","C",508,"201410",3,101,213,"1290-2360-3990-5990"
"9394","C",508,"201411",2,110,201,"1290-2580-4990-9900"
"9395","C",508,"201412",3,109,219,"1880-2970-4950-7176"
"9396","C",508,"201501",2,95,207,"1865-2970-4950-7194"
"9397","C",508,"201502",3,97,158,"1980-2670-5828-9990"
"9398","C",508,"201503",2,117,236,"1980-2990-4990-9990"
"9399","C",508,"201504",4,97,233,"1390-1990-3990-8286"
"9400","C",508,"201505",3,115,251,"1780-2970-5970-9900"
"9401","C",508,"201506",5,125,242,"1712-2990-5978-9980"
"9402","C",508,"201507",3,123,300,"1980-2990-5940-9028"
"9403","C",508,"201508",3,110,241,"1980-2990-5940-9960"
"9404","C",508,"201509",2,36,65,"990-2490-4490-7044"
"9405","C",508,"201510",1,38,67,"990-1990-2990-5048"
"9406","C",508,"201511",3,40,72,"1230-1990-3980-5990"
"9407","C",508,"201512",2,34,60,"990-1990-3990-6837"
"9408","C",510,"201503",2,9,9,"990-1980-2990-3550"
"9409","C",511,"201412",1,2,2,"390-590-790-910"
"9410","C",511,"201501",1,2,2,"865-1240-1615-1840"
"9411","C",511,"201503",1,2,2,"615-740-865-940"
"9412","C",513,"201401",4,63,122,"990-1990-3990-5440"
"9413","C",513,"201402",3,70,135,"990-1980-4290-5990"
"9414","C",513,"201403",4,69,125,"1490-2990-4290-8344"
"9415","C",513,"201404",4,64,125,"990-2790-4990-8580"
"9416","C",513,"201405",6,72,141,"990-1990-4290-7990"
"9417","C",513,"201406",5,63,134,"1182-2635-3990-6990"
"9418","C",513,"201407",5,74,174,"1980-2990-4990-8050"
"9419","C",513,"201408",4,97,210,"990-2880-4290-6990"
"9420","C",513,"201409",5,89,173,"990-2990-4290-6990"
"9421","C",513,"201410",4,90,205,"990-1990-3990-7686"
"9422","C",513,"201411",4,73,130,"990-2990-4508-8049"
"9423","C",513,"201412",4,67,126,"990-2045-4215-7490"
"9424","C",513,"201501",5,74,131,"990-1990-4290-6990"
"9425","C",513,"201502",5,73,137,"1580-2290-3990-6990"
"9426","C",513,"201503",5,76,145,"990-2090-3990-5990"
"9427","C",513,"201504",5,85,165,"990-2970-4990-8982"
"9428","C",513,"201505",6,85,186,"990-2480-4590-6785"
"9429","C",513,"201506",6,100,221,"990-1990-3980-5990"
"9430","C",513,"201507",8,108,250,"990-1990-4440-6390"
"9431","C",513,"201508",6,108,287,"990-1990-3990-7990"
"9432","C",513,"201509",6,109,262,"990-1980-3980-7931"
"9433","C",513,"201510",6,106,273,"990-1990-3980-6510"
"9434","C",513,"201511",7,123,285,"990-1990-3990-6328"
"9435","C",513,"201512",5,106,290,"990-1980-2990-5092"
"9436","C",515,"201404",1,1,1,"7920-7920-7920-7920"
"9437","C",515,"201410",1,5,5,"2290-3960-4990-5890"
"9438","C",515,"201411",1,2,2,"2475-2970-3465-3762"
"9439","C",515,"201501",1,1,1,"2990-2990-2990-2990"
"9440","C",515,"201502",1,4,4,"890-990-990-990"
"9441","C",515,"201508",1,14,15,"1990-3450-6690-9778"
"9442","C",515,"201509",1,2,2,"6045-6190-6335-6422"
"9443","C",516,"201402",1,4,5,"990-990-2970-2982"
"9444","C",516,"201403",1,2,2,"1238-1485-1732-1881"
"9445","C",516,"201404",1,3,3,"5480-7990-9490-10390"
"9446","C",516,"201405",2,12,12,"1140-1990-3238-4889"
"9447","C",516,"201406",1,3,3,"1585-1990-2975-3566"
"9448","C",516,"201410",1,2,2,"640-690-740-770"
"9449","C",516,"201411",1,3,4,"890-1085-1482-2027"
"9450","C",516,"201501",1,2,2,"1108-1525-1942-2193"
"9451","C",516,"201505",1,12,12,"1035-1675-1982-1990"
"9452","C",516,"201506",1,26,29,"990-990-3690-5050"
"9453","C",516,"201507",2,20,23,"1285-1990-3985-7666"
"9454","C",516,"201508",1,14,18,"1218-2085-2888-4290"
"9455","C",516,"201509",1,19,24,"990-990-2240-3690"
"9456","C",516,"201510",1,4,4,"752-1020-1285-1708"
"9457","C",516,"201511",1,23,27,"990-1590-1990-4006"
"9458","C",516,"201512",1,15,19,"990-1190-2240-3390"
"9459","C",517,"201503",1,1,1,"14950-14950-14950-14950"
"9460","C",517,"201512",2,6,6,"1982-1990-3115-3730"
"9461","C",518,"201404",1,1,1,"71340-71340-71340-71340"
"9462","C",518,"201409",2,36,64,"990-1990-2812-3800"
"9463","C",518,"201410",1,44,60,"1290-1980-2990-5004"
"9464","C",518,"201411",2,48,86,"1090-2420-2990-7212"
"9465","C",518,"201412",1,45,80,"990-1990-4058-6990"
"9466","C",518,"201501",2,56,97,"990-1980-3690-7378"
"9467","C",518,"201502",1,55,95,"990-1490-2840-4372"
"9468","C",518,"201503",1,47,109,"990-1690-2990-4980"
"9469","C",518,"201504",1,52,117,"990-1980-3560-4858"
"9470","C",518,"201505",1,40,104,"990-1245-2970-4500"
"9471","C",518,"201506",1,45,116,"990-1540-3105-4745"
"9472","C",518,"201507",1,58,132,"990-1535-3518-4500"
"9473","C",518,"201508",2,42,97,"990-1770-2990-4696"
"9474","C",518,"201509",1,44,97,"990-1250-2480-4680"
"9475","C",519,"201401",6,40,95,"990-2100-3490-5000"
"9476","C",519,"201402",6,45,104,"990-2235-3502-4990"
"9477","C",519,"201403",7,41,102,"990-2100-3258-5000"
"9478","C",519,"201404",4,40,91,"990-1990-3735-6990"
"9479","C",519,"201405",5,61,158,"990-1990-2990-5164"
"9480","C",519,"201406",8,49,191,"990-1890-3150-4490"
"9481","C",519,"201407",7,65,204,"990-1850-2990-6960"
"9482","C",519,"201408",6,57,191,"1020-2500-4290-5990"
"9483","C",519,"201409",4,44,142,"990-2100-4290-8521"
"9484","C",519,"201410",5,68,224,"990-2100-4290-6936"
"9485","C",519,"201411",6,76,232,"1090-2390-4380-8580"
"9486","C",519,"201412",8,107,338,"990-2100-3980-7227"
"9487","C",519,"201501",7,121,366,"990-1990-3150-4990"
"9488","C",519,"201502",8,125,395,"990-1990-3150-4980"
"9489","C",519,"201503",7,110,397,"990-1990-3150-5990"
"9490","C",519,"201504",8,123,390,"990-1990-3150-5250"
"9491","C",519,"201505",9,154,478,"990-1990-3990-5990"
"9492","C",519,"201506",10,119,373,"990-1990-3990-6298"
"9493","C",519,"201507",9,142,473,"990-1980-3290-5876"
"9494","C",519,"201508",9,154,503,"990-1990-2990-5236"
"9495","C",519,"201509",9,140,419,"990-1990-3490-5032"
"9496","C",519,"201510",9,119,394,"990-1990-2990-4977"
"9497","C",519,"201511",9,106,329,"990-2066-3490-5970"
"9498","C",519,"201512",7,109,298,"1182-2380-3980-5462"
"9499","C",521,"201401",1,5,5,"990-990-1980-2586"
"9500","C",521,"201402",1,5,5,"3580-4990-6990-8190"
"9501","C",521,"201404",1,3,3,"1020-1990-7635-11022"
"9502","C",521,"201405",1,2,2,"3042-3815-4588-5051"
"9503","C",522,"201401",1,45,84,"1990-2880-5980-8676"
"9504","C",522,"201402",1,42,78,"1475-2990-3990-6884"
"9505","C",522,"201403",2,38,59,"1835-2590-3990-6190"
"9506","C",522,"201404",3,45,83,"1980-2790-3990-6990"
"9507","C",522,"201405",3,51,79,"1725-3540-5728-7990"
"9508","C",522,"201406",4,57,103,"1445-2400-3990-7150"
"9509","C",522,"201407",3,53,80,"1565-2875-5608-9081"
"9510","C",522,"201408",1,50,74,"1740-3730-6990-9990"
"9511","C",522,"201409",2,58,92,"1065-2585-4990-7989"
"9512","C",522,"201410",4,81,139,"1585-2990-5990-9172"
"9513","C",522,"201411",4,67,100,"990-2090-4065-5990"
"9514","C",522,"201412",4,56,100,"990-2490-4990-5990"
"9515","C",522,"201501",5,65,120,"990-1990-4990-8090"
"9516","C",522,"201502",3,46,82,"990-2290-3658-7990"
"9517","C",522,"201503",2,35,62,"990-1920-2990-4989"
"9518","C",522,"201504",3,54,82,"990-1980-2990-5881"
"9519","C",522,"201505",2,56,99,"990-1980-3490-5982"
"9520","C",522,"201506",3,53,75,"1590-2770-3980-6590"
"9521","C",522,"201507",3,48,98,"1240-1990-3612-7990"
"9522","C",522,"201508",3,59,96,"1352-2325-3990-9985"
"9523","C",522,"201509",5,57,87,"1185-1990-4490-7150"
"9524","C",522,"201510",5,51,80,"990-1990-3982-7000"
"9525","C",522,"201511",3,57,102,"990-1980-3990-7990"
"9526","C",522,"201512",3,42,56,"990-2440-3990-5490"
"9527","C",524,"201406",1,12,12,"990-1435-1982-2890"
"9528","C",524,"201409",1,2,2,"2740-3490-4240-4690"
"9529","C",524,"201503",1,12,12,"990-2030-3368-4941"
"9530","C",524,"201505",1,12,12,"1765-2340-2990-6590"
"9531","C",525,"201505",1,1,1,"990-990-990-990"
"9532","C",526,"201401",11,166,837,"990-1990-2990-4990"
"9533","C",526,"201402",12,155,763,"1050-1990-3490-5158"
"9534","C",526,"201403",12,158,813,"990-1990-3180-4990"
"9535","C",526,"201404",12,157,830,"990-1990-2990-4990"
"9536","C",526,"201405",13,146,674,"990-1980-2990-4990"
"9537","C",526,"201406",13,158,737,"990-1990-2990-4416"
"9538","C",526,"201407",12,154,716,"990-1990-2990-4990"
"9539","C",526,"201408",11,149,736,"990-1990-2990-4990"
"9540","C",526,"201409",11,147,718,"990-1990-3350-4990"
"9541","C",526,"201410",10,154,749,"990-1990-2990-4890"
"9542","C",526,"201411",10,148,731,"990-1980-2990-4990"
"9543","C",526,"201412",11,139,677,"990-1990-2990-4990"
"9544","C",526,"201501",13,143,672,"990-1990-2990-5980"
"9545","C",526,"201502",11,149,647,"990-1990-2990-6990"
"9546","C",526,"201503",11,144,714,"990-1990-2990-5646"
"9547","C",526,"201504",12,144,701,"990-1990-2990-5380"
"9548","C",526,"201505",15,148,755,"990-1990-2990-4990"
"9549","C",526,"201506",12,156,727,"990-1990-3185-5850"
"9550","C",526,"201507",11,154,716,"990-1990-3150-5980"
"9551","C",526,"201508",11,142,655,"990-1990-2990-4756"
"9552","C",526,"201509",11,136,639,"990-1980-2990-4310"
"9553","C",526,"201510",10,144,639,"990-1980-2990-4982"
"9554","C",526,"201511",11,149,682,"990-1990-2990-4990"
"9555","C",526,"201512",11,147,642,"1190-1990-3432-5979"
"9556","C",528,"201406",1,3,3,"415-780-2135-2948"
"9557","C",529,"201401",1,4,4,"755-1990-3240-3690"
"9558","C",529,"201402",1,2,2,"1740-2490-3240-3690"
"9559","C",529,"201404",1,3,3,"940-990-1985-2582"
"9560","C",529,"201405",2,5,5,"990-1990-2000-6146"
"9561","C",529,"201406",2,2,2,"14770-16640-18510-19632"
"9562","C",529,"201407",2,13,14,"1990-3240-4915-4990"
"9563","C",529,"201408",1,5,5,"1190-1990-2990-3158"
"9564","C",529,"201409",2,8,9,"1980-1990-2490-2974"
"9565","C",529,"201410",2,8,9,"1980-3290-4990-5188"
"9566","C",529,"201411",1,16,17,"990-2360-2990-7150"
"9567","C",529,"201412",1,3,3,"1685-1980-1985-1988"
"9568","C",529,"201502",2,3,4,"1380-1680-2232-2687"
"9569","C",529,"201503",1,4,4,"2018-3655-5462-6385"
"9570","C",529,"201504",1,1,1,"990-990-990-990"
"9571","C",529,"201505",1,6,6,"2212-2935-3222-3640"
"9572","C",529,"201506",1,1,1,"2960-2960-2960-2960"
