"","customerid","sex","age","post","trx1M","amt1M","mean1M","item1M","trx3M","amt3M","mean3M","item3M","trx6M","amt6M","mean6M","item6M","churn"
"3508",503,"F","60技捞惑","055",5,301000,60200,7,12,596100,49675,13,14,664800,47486,17,"0"
"3509",14054,"F","60技捞惑","020",NA,NA,NA,NA,1,93758,93758,3,1,93758,93758,3,"0"
"3510",12380,"F","45技~49技","016",3,130285,43428,21,4,132785,33196,22,12,350574,29214,52,"0"
"3511",15311,"F","45技~49技","055",2,80300,40150,1,10,288840,28884,12,23,1127120,49005,17,"0"
"3512",4883,"F","45技~49技","016",1,165530,165530,20,1,165530,165530,20,2,189880,94940,25,"0"
"3513",4631,"F","45技~49技","069",NA,NA,NA,NA,NA,NA,NA,NA,11,328912,29901,32,"0"
"3514",2389,"F","50技~54技","016",1,11151,11151,3,5,34211,6842,9,7,91741,13106,16,"0"
"3515",2573,"F","50技~54技","055",1,75000,75000,1,12,1687122,140594,31,15,1768072,117871,36,"0"
"3516",15435,"F","30技~34技","065",3,161534,53845,18,5,180174,36035,23,11,435704,39609,40,"0"
"3517",10401,"F","30技~34技","075",NA,NA,NA,NA,1,2800,2800,1,1,2800,2800,1,"1"
"3518",3918,"F","45技~49技","016",2,102000,51000,21,11,614620,55875,84,14,701430,50102,101,"0"
"3519",18140,"M","55技~59技","082",15,543478,36232,24,45,1710178,38004,63,83,2791954,33638,140,"0"
"3520",19230,"M","55技~59技","060",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"3521",14655,"M","40技~44技","060",1,86080,86080,19,2,105450,52725,24,5,195670,39134,41,"0"
"3522",18109,"M","35技~39技","027",3,25490,8497,5,5,37290,7458,7,8,207870,25984,22,"0"
"3523",2694,"F","50技~54技","052",NA,NA,NA,NA,NA,NA,NA,NA,3,100500,33500,3,"1"
"3524",10682,"F","45技~49技","016",2,95700,47850,2,2,95700,47850,2,5,133350,26670,3,"0"
"3525",98,"F","60技捞惑","049",NA,NA,NA,NA,1,84767,84767,3,5,400779,80156,24,"0"
"3526",16151,"F","40技~44技","060",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"3527",6623,"F","40技~44技","016",NA,NA,NA,NA,1,5500,5500,1,6,145160,24193,20,"0"
"3528",12312,"F","35技~39技","065",1,47800,47800,1,9,440310,48923,20,11,464890,42263,24,"0"
"3529",15754,"F","45技~49技","010",NA,NA,NA,NA,NA,NA,NA,NA,2,55680,27840,12,"1"
"3530",8868,"F","35技~39技","049",3,131190,43730,19,5,264977,52995,33,6,289677,48280,35,"0"
"3531",19238,"F","50技~54技","060",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"3532",3221,"F","50技~54技","087",1,16980,16980,2,2,34770,17385,3,5,462470,92494,11,"0"
"3533",18491,"F","60技捞惑","049",NA,NA,NA,NA,NA,NA,NA,NA,1,57500,57500,7,"0"
"3534",6995,"F","40技~44技","065",NA,NA,NA,NA,NA,NA,NA,NA,14,866892,61921,42,"0"
"3535",14919,"M","30技~34技","055",5,160440,32088,7,7,282640,40377,8,12,498920,41577,25,"0"
"3536",7517,"M","40技~44技","055",NA,NA,NA,NA,NA,NA,NA,NA,1,103210,103210,19,"0"
"3537",8942,"F","35技~39技","055",5,181280,36256,14,16,740130,46258,27,27,1028630,38097,42,"0"
"3538",4586,"F","45技~49技","049",5,123040,24608,10,9,390290,43366,17,18,611820,33990,29,"0"
"3539",13909,"F","35技~39技","024",1,77560,77560,3,2,82560,41280,4,4,261344,65336,27,"0"
"3540",11200,"F","25技~29技","087",3,126820,42273,16,9,286320,31813,22,15,428840,28589,26,"0"
"3541",11961,"M","35技~39技","016",NA,NA,NA,NA,1,162494,162494,10,1,162494,162494,10,"1"
"3542",10634,"F","35技~39技","016",2,145320,72660,23,2,145320,72660,23,6,553886,92314,44,"1"
"3543",11189,"F","35技~39技","069",NA,NA,NA,NA,1,95250,95250,6,2,148200,74100,12,"0"
"3544",7461,"F","40技~44技","036",NA,NA,NA,NA,NA,NA,NA,NA,1,269544,269544,23,"1"
"3545",16130,"F","35技~39技","060",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"3546",11362,"F","30技~34技","060",3,33430,11143,2,10,200300,20030,13,21,579700,27605,28,"0"
"3547",13109,"F","35技~39技","065",NA,NA,NA,NA,3,122500,40833,3,5,347500,69500,7,"0"
"3548",11234,"F","45技~49技","016",9,250000,27778,39,16,339700,21231,45,30,585190,19506,66,"0"
"3549",9374,"F","30技~34技","024",4,103780,25945,10,15,685380,45692,48,19,1061590,55873,68,"0"
"3550",5624,"F","45技~49技","010",NA,NA,NA,NA,NA,NA,NA,NA,1,13450,13450,4,"1"
"3551",16167,"F","20技~24技","082",41,397490,9695,18,92,823288,8949,44,92,823288,8949,44,"0"
"3552",14887,"M","45技~49技","016",NA,NA,NA,NA,NA,NA,NA,NA,4,118260,29565,11,"1"
"3553",148,"F","60技捞惑","065",NA,NA,NA,NA,NA,NA,NA,NA,1,9000,9000,1,"1"
"3554",18877,"F","20技~24技","047",NA,NA,NA,NA,1,5000,5000,1,1,5000,5000,1,"0"
"3555",10207,"M","40技~44技","069",NA,NA,NA,NA,5,153650,30730,7,9,242230,26914,13,"0"
"3556",7871,"F","35技~39技","055",4,124927,31232,7,7,205567,29367,21,15,359587,23972,34,"0"
"3557",14571,"F","25技~29技","052",2,29920,14960,8,2,29920,14960,8,2,29920,14960,8,"0"
"3558",603,"F","60技捞惑","065",5,144918,28984,14,5,144918,28984,14,5,144918,28984,14,"1"
"3559",8955,"F","35技~39技","052",2,41600,20800,2,4,71600,17900,3,8,384060,48008,12,"0"
"3560",17625,"M","35技~39技","055",5,115330,23066,14,9,229220,25469,21,21,597120,28434,43,"0"
"3561",6633,"F","40技~44技","060",3,150200,50067,8,6,233700,38950,13,8,257490,32186,15,"0"
"3562",4583,"M","45技~49技","060",NA,NA,NA,NA,NA,NA,NA,NA,3,248330,82777,16,"0"
"3563",12994,"F","30技~34技","049",NA,NA,NA,NA,14,712340,50881,24,29,1515380,52254,53,"0"
"3564",11674,"F","30技~34技","039",NA,NA,NA,NA,3,186160,62053,29,6,1172050,195342,39,"0"
"3565",7781,"F","40技~44技","060",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"3566",6964,"M","40技~44技","060",NA,NA,NA,NA,8,448400,56050,8,11,717500,65227,14,"0"
"3567",15861,"F","45技~49技","055",3,153500,51167,2,5,435400,87080,3,10,844230,84423,10,"0"
"3568",13904,"F","35技~39技","013",1,96000,96000,1,7,748269,106896,43,17,1646521,96854,90,"0"
"3569",5115,"F","45技~49技","043",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"3570",16669,"F","40技~44技","049",1,47910,47910,8,2,234604,117302,34,3,306504,102168,38,"0"
"3571",13579,"M","45技~49技","036",NA,NA,NA,NA,3,196895,65632,15,3,196895,65632,15,"1"
"3572",14725,"F","45技~49技","055",NA,NA,NA,NA,1,7500,7500,1,2,14500,7250,2,"0"
"3573",13784,"F","25技~29技","075",2,20210,10105,9,9,98141,10905,26,12,159825,13319,35,"0"
"3574",17299,"F","60技捞惑","052",2,96000,48000,4,8,277210,34651,15,23,649184,28225,37,"0"
"3575",14173,"F","50技~54技","020",NA,NA,NA,NA,3,214774,71591,24,5,229474,45895,26,"1"
"3576",17253,"F","50技~54技","075",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"3577",17030,"F","40技~44技","036",NA,NA,NA,NA,1,35050,35050,4,1,35050,35050,4,"1"
"3578",777,"M","60技捞惑","024",1,12850,12850,2,3,57750,19250,6,4,73750,18438,7,"0"
"3579",11621,"F","40技~44技","055",2,31400,15700,3,9,430528,47836,57,20,915908,45795,99,"0"
"3580",1162,"M","55技~59技","016",NA,NA,NA,NA,NA,NA,NA,NA,5,205000,41000,16,"0"
"3581",14960,"M","40技~44技","049",NA,NA,NA,NA,2,157920,78960,31,6,565100,94183,78,"0"
"3582",9435,"F","30技~34技","016",1,12000,12000,1,1,12000,12000,1,6,203930,33988,13,"0"
"3583",8818,"F","35技~39技","055",14,377341,26953,39,17,538780,31693,60,17,538780,31693,60,"0"
"3584",9336,"F","30技~34技","033",NA,NA,NA,NA,1,37900,37900,5,4,101030,25258,13,"1"
"3585",3040,"F","50技~54技","060",1,139690,139690,22,1,139690,139690,22,2,232981,116490,38,"0"
"3586",10059,"F","35技~39技","087",23,620440,26976,54,94,2595459,27611,149,139,3569117,25677,227,"0"
"3587",14201,"F","40技~44技","049",3,147230,49077,7,7,391170,55881,7,9,444270,49363,8,"0"
"3588",8983,"F","35技~39技","060",2,44486,22243,6,5,112366,22473,17,8,187176,23397,27,"1"
"3589",754,"F","60技捞惑","055",NA,NA,NA,NA,NA,NA,NA,NA,3,168750,56250,17,"0"
"3590",6208,"M","40技~44技","060",2,146850,73425,14,4,228610,57152,16,6,373703,62284,22,"0"
"3591",16909,"F","30技~34技","024",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"3592",2089,"F","50技~54技","055",NA,NA,NA,NA,1,298500,298500,1,2,418734,209367,12,"1"
"3593",6373,"F","40技~44技","060",5,83800,16760,2,13,157400,12108,5,18,219600,12200,6,"0"
"3594",577,"F","60技捞惑","060",9,187612,20846,31,22,456252,20739,50,22,456252,20739,50,"0"
"3595",16829,"F","60技捞惑","020",2,140806,70403,14,3,228876,76292,22,5,456356,91271,41,"0"
"3596",4877,"F","45技~49技","036",1,114720,114720,22,3,319110,106370,48,4,351270,87818,57,"1"
"3597",2515,"M","50技~54技","055",5,266642,53328,38,12,456672,38056,58,20,704190,35210,85,"0"
"3598",13433,"F","45技~49技","060",NA,NA,NA,NA,1,90530,90530,12,2,111130,55565,14,"1"
"3599",18059,"F","50技~54技","030",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"3600",11494,"F","55技~59技","055",3,108690,36230,8,9,197070,21897,19,17,324400,19082,31,"0"
"3601",12332,"M","30技~34技","027",1,54174,54174,11,1,54174,54174,11,1,54174,54174,11,"0"
"3602",6392,"M","40技~44技","075",4,69900,17475,14,9,172900,19211,19,9,172900,19211,19,"0"
"3603",7451,"F","40技~44技","016",NA,NA,NA,NA,1,64880,64880,12,7,244950,34993,25,"0"
"3604",5717,"F","45技~49技","069",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"3605",14509,"M","35技~39技","013",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"3606",17932,"F","50技~54技","033",NA,NA,NA,NA,2,102620,51310,13,6,191190,31865,21,"0"
"3607",18635,"F","35技~39技","075",NA,NA,NA,NA,1,2900,2900,1,3,15740,5247,7,"0"
"3608",773,"F","60技捞惑","016",2,32090,16045,3,2,32090,16045,3,4,173160,43290,17,"0"
"3609",15819,"F","20技~24技","024",3,217570,72523,9,10,614975,61498,47,18,1058116,58784,72,"0"
"3610",1764,"F","55技~59技","016",1,53180,53180,5,7,214300,30614,13,9,290080,32231,25,"0"
"3611",11828,"F","35技~39技","055",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"3612",11292,"F","55技~59技","016",NA,NA,NA,NA,1,38000,38000,1,4,70410,17602,6,"0"
"3613",13830,"F","40技~44技","055",NA,NA,NA,NA,4,67040,16760,9,5,75860,15172,12,"1"
"3614",5384,"F","45技~49技","013",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"3615",7710,"F","40技~44技","047",4,247310,61828,12,8,397350,49669,17,10,460850,46085,18,"0"
"3616",4229,"F","45技~49技","060",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"3617",2040,"M","50技~54技","060",NA,NA,NA,NA,2,75120,37560,7,4,127380,31845,14,"1"
"3618",9685,"F","30技~34技","010",NA,NA,NA,NA,1,32900,32900,1,1,32900,32900,1,"1"
"3619",1148,"F","55技~59技","024",1,43678,43678,14,1,43678,43678,14,1,43678,43678,14,"1"
"3620",13716,"F","40技~44技","055",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"3621",19273,"F","30技~34技","055",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"3622",14476,"F","60技捞惑","055",2,132900,66450,3,2,132900,66450,3,5,242900,48580,8,"1"
"3623",6898,"F","40技~44技","060",NA,NA,NA,NA,1,93900,93900,2,3,406400,135467,7,"1"
"3624",9199,"F","35技~39技","010",1,85720,85720,14,7,308500,44071,42,7,308500,44071,42,"0"
"3625",1948,"F","50技~54技","060",1,200000,2e+05,1,1,200000,2e+05,1,1,200000,2e+05,1,"0"
"3626",12872,"F","55技~59技","036",3,124340,41447,20,9,375540,41727,40,21,900730,42892,66,"0"
"3627",356,"F","60技捞惑","055",5,78375,15675,12,11,209325,19030,26,16,279815,17488,34,"0"
"3628",10164,"M","55技~59技","047",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"3629",1723,"F","55技~59技","055",2,110800,55400,15,4,140800,35200,15,7,199600,28514,19,"0"
"3630",10052,"F","45技~49技","033",2,40000,20000,2,4,62000,15500,3,8,178940,22368,9,"0"
"3631",12004,"M","40技~44技","072",NA,NA,NA,NA,NA,NA,NA,NA,1,46190,46190,4,"1"
"3632",4605,"F","45技~49技","016",NA,NA,NA,NA,4,223564,55891,19,9,532694,59188,54,"1"
"3633",5526,"F","45技~49技","016",NA,NA,NA,NA,4,326670,81668,11,5,442442,88488,30,"0"
"3634",4476,"F","45技~49技","060",NA,NA,NA,NA,NA,NA,NA,NA,2,157680,78840,26,"1"
"3635",18826,"F","45技~49技","036",NA,NA,NA,NA,6,64660,10777,13,7,73970,10567,15,"0"
"3636",2691,"F","50技~54技","075",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"3637",16158,"F","60技捞惑","033",NA,NA,NA,NA,2,103840,51920,12,2,103840,51920,12,"0"
"3638",11883,"F","50技~54技","013",1,151608,151608,15,1,151608,151608,15,1,151608,151608,15,"0"
"3639",2064,"F","50技~54技","055",NA,NA,NA,NA,NA,NA,NA,NA,2,46476,23238,8,"0"
"3640",9382,"F","30技~34技","060",NA,NA,NA,NA,1,24190,24190,4,3,36690,12230,6,"0"
"3641",6679,"F","40技~44技","065",2,149960,74980,16,2,149960,74980,16,2,149960,74980,16,"1"
"3642",2194,"F","50技~54技","016",NA,NA,NA,NA,6,239784,39964,20,8,419583,52448,37,"0"
"3643",6121,"F","40技~44技","060",3,91450,30483,3,3,91450,30483,3,5,132100,26420,5,"0"
"3644",2595,"F","50技~54技","055",1,53710,53710,2,5,227378,45476,23,6,247278,41213,24,"0"
"3645",2812,"F","50技~54技","055",NA,NA,NA,NA,2,201478,100739,26,2,201478,100739,26,"0"
"3646",4302,"F","45技~49技","060",NA,NA,NA,NA,2,46940,23470,4,8,99790,12474,12,"0"
"3647",209,"F","60技捞惑","055",NA,NA,NA,NA,3,31756,10585,8,10,159958,15996,21,"0"
"3648",18450,"F","25技~29技","049",1,1900,1900,1,1,1900,1900,1,2,11690,5845,6,"1"
"3649",5630,"F","45技~49技","085",NA,NA,NA,NA,NA,NA,NA,NA,3,152360,50787,12,"0"
"3650",5635,"M","45技~49技","075",NA,NA,NA,NA,1,73380,73380,9,3,106703,35568,17,"1"
"3651",17973,"F","55技~59技","075",NA,NA,NA,NA,2,118080,59040,6,4,255060,63765,11,"0"
"3652",325,"F","60技捞惑","055",1,12280,12280,3,2,22280,11140,4,3,30060,10020,5,"0"
"3653",8152,"F","35技~39技","030",NA,NA,NA,NA,NA,NA,NA,NA,6,307627,51271,42,"1"
"3654",2189,"F","50技~54技","045",NA,NA,NA,NA,3,68950,22983,11,6,128790,21465,16,"0"
"3655",2731,"F","50技~54技","087",NA,NA,NA,NA,1,7575,7575,3,6,73915,12319,18,"0"
"3656",15448,"M","35技~39技","047",1,1980,1980,1,2,81680,40840,2,2,81680,40840,2,"1"
"3657",3873,"F","45技~49技","016",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"3658",9909,"F","25技~29技","055",NA,NA,NA,NA,NA,NA,NA,NA,1,13750,13750,2,"1"
"3659",6442,"F","40技~44技","060",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"3660",11744,"M","35技~39技","045",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"3661",6092,"M","40技~44技","016",4,135970,33992,13,12,357210,29768,34,16,453660,28354,46,"0"
"3662",3614,"M","45技~49技","027",NA,NA,NA,NA,5,286340,57268,20,11,1115540,101413,51,"0"
"3663",2629,"F","50技~54技","060",1,20000,20000,1,8,169810,21226,13,10,182010,18201,15,"0"
"3664",4922,"F","45技~49技","016",1,113890,113890,18,3,185724,61908,30,8,469644,58706,54,"0"
"3665",13435,"M","40技~44技","060",NA,NA,NA,NA,2,154787,77394,18,4,378441,94610,39,"1"
"3666",9387,"F","30技~34技","030",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"3667",3090,"F","50技~54技","055",1,99000,99000,1,1,99000,99000,1,3,139780,46593,9,"0"
"3668",3202,"F","50技~54技","024",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"3669",19147,"M","25技~29技","024",1,7770,7770,2,10,79010,7901,20,13,132050,10158,31,"0"
"3670",11382,"F","25技~29技","049",NA,NA,NA,NA,6,111200,18533,13,9,304840,33871,37,"0"
"3671",607,"F","60技捞惑","016",2,111870,55935,10,7,415164,59309,26,12,621720,51810,46,"0"
"3672",18795,"F","45技~49技","033",NA,NA,NA,NA,2,133760,66880,6,2,133760,66880,6,"1"
"3673",17657,"F","50技~54技","082",13,311482,23960,26,41,970877,23680,52,90,1979265,21992,126,"0"
"3674",321,"F","60技捞惑","055",NA,NA,NA,NA,3,150602,50201,16,12,816866,68072,38,"0"
"3675",6138,"F","40技~44技","010",2,51880,25940,4,2,51880,25940,4,4,110300,27575,16,"1"
"3676",13803,"F","40技~44技","033",NA,NA,NA,NA,NA,NA,NA,NA,1,34850,34850,3,"1"
"3677",1113,"F","55技~59技","027",NA,NA,NA,NA,NA,NA,NA,NA,1,85000,85000,1,"1"
"3678",8964,"F","35技~39技","055",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"3679",531,"M","60技捞惑","055",NA,NA,NA,NA,NA,NA,NA,NA,6,359920,59987,32,"0"
"3680",10747,"F","30技~34技","082",8,227292,28412,35,34,1273925,37468,114,85,2348295,27627,191,"0"
"3681",1947,"F","50技~54技","085",13,302628,23279,23,47,1430680,30440,74,80,2352749,29409,121,"0"
"3682",18327,"F","30技~34技","082",10,530520,53052,51,30,1444882,48163,96,74,3345987,45216,185,"0"
"3683",8315,"F","35技~39技","060",NA,NA,NA,NA,NA,NA,NA,NA,3,94060,31353,11,"1"
"3684",11397,"F","40技~44技","055",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"3685",14906,"F","45技~49技","055",2,99780,49890,3,2,99780,49890,3,2,99780,49890,3,"0"
"3686",16415,"F","55技~59技","020",2,24700,12350,3,9,89900,9989,9,9,89900,9989,9,"0"
"3687",1872,"M","50技~54技","055",NA,NA,NA,NA,NA,NA,NA,NA,6,379190,63198,29,"0"
"3688",17533,"F","35技~39技","060",1,39034,39034,4,1,39034,39034,4,1,39034,39034,4,"1"
"3689",9875,"F","25技~29技","016",NA,NA,NA,NA,NA,NA,NA,NA,3,9900,3300,4,"0"
"3690",13941,"F","30技~34技","055",2,25000,12500,2,3,87290,29097,11,3,87290,29097,11,"0"
"3691",7452,"F","40技~44技","024",NA,NA,NA,NA,7,352774,50396,48,16,697064,43566,78,"0"
"3692",4327,"F","45技~49技","055",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"3693",17996,"F","40技~44技","055",NA,NA,NA,NA,NA,NA,NA,NA,2,91500,45750,2,"0"
"3694",9821,"F","30技~34技","020",NA,NA,NA,NA,2,31800,15900,2,5,105830,21166,11,"0"
"3695",18819,"F","45技~49技","024",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"3696",17007,"F","25技~29技","060",1,9900,9900,1,1,9900,9900,1,4,185600,46400,3,"0"
"3697",6558,"F","40技~44技","016",3,249320,83107,15,6,428650,71442,30,7,437650,62521,31,"0"
"3698",13064,"F","50技~54技","016",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"3699",3575,"M","45技~49技","049",2,166730,83365,20,5,427190,85438,24,7,503910,71987,36,"0"
"3700",2959,"F","50技~54技","060",2,122295,61148,14,4,220245,55061,20,11,660475,60043,39,"0"
"3701",14684,"F","45技~49技","055",2,185700,92850,24,4,373658,93414,54,8,673287,84161,92,"0"
"3702",3150,"F","50技~54技","013",3,52840,17613,4,4,86810,21702,6,7,161620,23089,11,"0"
"3703",12738,"F","30技~34技","016",5,131530,26306,16,6,147436,24573,22,8,174386,21798,27,"0"
"3704",5501,"F","45技~49技","020",NA,NA,NA,NA,1,1700,1700,1,7,124960,17851,24,"1"
"3705",18554,"F","60技捞惑","055",1,41150,41150,4,1,41150,41150,4,6,369100,61517,32,"0"
"3706",3791,"F","45技~49技","055",5,343298,68660,23,10,531588,53159,34,16,1050760,65672,68,"0"
"3707",915,"M","55技~59技","055",2,56218,28109,8,12,368618,30718,39,14,431340,30810,49,"0"
"3708",3589,"F","45技~49技","060",2,109700,54850,5,3,191300,63767,5,3,191300,63767,5,"0"
"3709",3955,"F","45技~49技","055",8,461072,57634,57,9,504272,56030,60,9,504272,56030,60,"0"
"3710",2155,"M","50技~54技","030",NA,NA,NA,NA,NA,NA,NA,NA,1,41800,41800,3,"0"
"3711",18047,"F","55技~59技","075",NA,NA,NA,NA,NA,NA,NA,NA,1,15800,15800,2,"0"
"3712",7082,"M","40技~44技","065",NA,NA,NA,NA,3,304380,101460,15,6,459640,76607,26,"1"
"3713",12530,"F","60技捞惑","079",NA,NA,NA,NA,14,87460,6247,3,14,87460,6247,3,"0"
"3714",471,"F","60技捞惑","055",NA,NA,NA,NA,1,28910,28910,1,1,28910,28910,1,"1"
"3715",233,"F","60技捞惑","055",NA,NA,NA,NA,2,81060,40530,4,3,84360,28120,5,"1"
"3716",4907,"F","45技~49技","087",2,40770,20385,7,5,235670,47134,9,5,235670,47134,9,"0"
"3717",8968,"F","35技~39技","045",6,182000,30333,5,12,399218,33268,26,22,593578,26981,34,"0"
"3718",7611,"M","40技~44技","055",2,77610,38805,10,8,446500,55812,30,12,546390,45532,36,"0"
"3719",4762,"M","45技~49技","013",NA,NA,NA,NA,2,95530,47765,6,4,290090,72522,32,"1"
"3720",9225,"F","35技~39技","072",1,87900,87900,2,9,333140,37016,24,18,500270,27793,43,"0"
"3721",823,"F","55技~59技","016",1,102470,102470,9,3,187030,62343,15,12,458930,38244,37,"0"
"3722",18249,"F","45技~49技","060",2,41120,20560,2,4,78320,19580,4,4,78320,19580,4,"1"
"3723",7580,"F","40技~44技","055",1,6730,6730,4,1,6730,6730,4,2,11290,5645,5,"0"
"3724",14930,"M","30技~34技","087",NA,NA,NA,NA,NA,NA,NA,NA,1,42750,42750,2,"0"
"3725",9243,"F","35技~39技","069",NA,NA,NA,NA,NA,NA,NA,NA,2,131314,65657,21,"1"
"3726",19097,"M","20技~24技","065",NA,NA,NA,NA,NA,NA,NA,NA,1,13500,13500,2,"1"
"3727",11467,"F","25技~29技","060",NA,NA,NA,NA,1,12900,12900,1,1,12900,12900,1,"0"
"3728",15490,"M","40技~44技","024",NA,NA,NA,NA,1,7800,7800,1,2,26400,13200,2,"0"
"3729",18303,"F","40技~44技","010",NA,NA,NA,NA,1,6500,6500,1,1,6500,6500,1,"0"
"3730",8295,"F","35技~39技","049",NA,NA,NA,NA,2,18550,9275,3,2,18550,9275,3,"0"
"3731",10628,"F","50技~54技","024",NA,NA,NA,NA,6,205816,34303,16,9,310936,34548,27,"0"
"3732",7981,"F","35技~39技","016",4,133030,33258,17,11,692752,62977,68,22,1819032,82683,144,"0"
"3733",8355,"F","35技~39技","010",NA,NA,NA,NA,NA,NA,NA,NA,1,141300,141300,4,"1"
"3734",8476,"F","35技~39技","036",NA,NA,NA,NA,NA,NA,NA,NA,2,141270,70635,17,"0"
"3735",10082,"F","40技~44技","024",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"3736",1545,"F","55技~59技","060",NA,NA,NA,NA,NA,NA,NA,NA,1,14640,14640,5,"0"
"3737",10617,"F","55技~59技","016",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"3738",6361,"F","40技~44技","055",NA,NA,NA,NA,3,13590,4530,4,9,436470,48497,13,"0"
"3739",3950,"M","45技~49技","030",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"3740",15377,"F","40技~44技","060",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"3741",12126,"F","50技~54技","055",NA,NA,NA,NA,NA,NA,NA,NA,4,187170,46792,11,"0"
"3742",4715,"F","45技~49技","055",1,14700,14700,1,2,127574,63787,10,3,372670,124223,34,"0"
"3743",13153,"F","50技~54技","052",NA,NA,NA,NA,2,51510,25755,5,3,71260,23753,6,"0"
"3744",292,"F","60技捞惑","055",1,13130,13130,1,3,54450,18150,3,4,111450,27862,4,"0"
"3745",19100,"M","25技~29技","016",NA,NA,NA,NA,NA,NA,NA,NA,2,220116,110058,27,"1"
"3746",14779,"F","35技~39技","016",1,10300,10300,1,5,83660,16732,6,7,114760,16394,9,"1"
"3747",5150,"F","45技~49技","013",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"3748",9500,"F","30技~34技","049",5,133700,26740,7,13,463813,35678,25,18,620565,34476,38,"0"
"3749",8376,"M","35技~39技","060",NA,NA,NA,NA,NA,NA,NA,NA,1,69900,69900,1,"0"
"3750",16792,"F","50技~54技","060",NA,NA,NA,NA,NA,NA,NA,NA,3,268050,89350,26,"1"
"3751",11375,"F","30技~34技","016",1,49200,49200,1,2,66200,33100,3,3,116100,38700,4,"0"
"3752",1708,"F","55技~59技","047",2,92790,46395,10,6,225248,37541,24,12,669030,55752,46,"0"
"3753",9054,"F","35技~39技","049",3,72330,24110,18,3,72330,24110,18,5,104130,20826,23,"0"
"3754",3178,"F","50技~54技","069",NA,NA,NA,NA,NA,NA,NA,NA,1,31300,31300,2,"1"
"3755",9473,"F","30技~34技","016",NA,NA,NA,NA,1,28250,28250,6,13,297365,22874,40,"0"
"3756",9457,"F","30技~34技","079",2,60200,30100,12,2,60200,30100,12,2,60200,30100,12,"0"
"3757",15612,"F","45技~49技","060",NA,NA,NA,NA,1,75000,75000,2,1,75000,75000,2,"1"
"3758",14916,"F","40技~44技","016",2,45500,22750,2,5,146927,29385,20,7,264787,37827,26,"0"
"3759",7573,"F","40技~44技","060",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"3760",2810,"M","50技~54技","060",4,22742,5686,3,15,261182,17412,16,28,575435,20551,35,"0"
"3761",13604,"F","35技~39技","047",NA,NA,NA,NA,3,9260,3087,4,3,9260,3087,4,"1"
"3762",6345,"F","40技~44技","055",NA,NA,NA,NA,NA,NA,NA,NA,3,44880,14960,8,"1"
"3763",14578,"F","30技~34技","024",NA,NA,NA,NA,5,172850,34570,4,5,172850,34570,4,"0"
"3764",6439,"F","40技~44技","055",NA,NA,NA,NA,3,173510,57837,17,5,365787,73157,34,"1"
